timestamp,text;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/vZcoAtvn6a""";;
"2021-05-21 06:25:43,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/kcUoHKn3HY""";;
"2021-05-21 06:25:34,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/hP5SID8SwF""";;
"2021-05-21 06:25:25,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/lpw73GeFK2""";;
"2021-05-21 06:25:13,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/2iiBWIN4KG""";;
"2021-05-21 06:25:03,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/4hKslCvb8U""";;
"2021-05-21 06:24:49,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/xEjl8jsHuL""";;
"2021-05-21 06:24:39,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/ZRFFSme22g""";;
"2021-05-21 06:18:40,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/bVRWzir4vp""";;
"2021-05-21 06:13:50,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/L1MOi0fh54""";;
"2021-05-21 06:13:38,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/QAUsuDA5w7""";;
"2021-05-21 06:13:21,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/aw0UEjrKxd""";;
"2021-05-21 06:13:11,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/1cYOt7og8R""";;
"2021-05-21 06:12:52,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/Oj0E6ez6p4""";;
"2021-05-21 06:12:33,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/jeDcFnQCeY""";;
"2021-05-21 06:12:20,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/BoTYBkBmX3""";;
"2021-05-21 06:12:12,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/cWQOF9k0DA""";;
"2021-05-21 06:11:59,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/4XZH6nybWR""";;
"2021-05-21 06:11:35,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/1BJhHsI6f7""";;
"2021-05-21 06:06:31,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/CmLBBqumCN""";;
2021-05-21 06:05:53,mau ke kebun raya ga jadi jadi grgr ada larangan mudik takut disuruh piter balik 🙄;;
"2021-05-21 06:05:46,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/VDL4dq6B3N""";;
"2021-05-21 06:05:45,""Wajah Indonesia di mata Internasional..";;
https://t.co/QgtSBqNRo8;;
;;
"Malaysia mendeportasi 59 Pekerja Migran Indonesia… https://t.co/oOfK3wVJ2I""";;
"2021-05-21 06:05:40,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/Jj1zp5AzuE""";;
"2021-05-21 06:05:17,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/mWSAntr4XO""";;
"2021-05-21 06:04:59,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/T9DX0FIbDb""";;
"2021-05-21 06:04:52,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/SEyu649WXx""";;
"2021-05-21 06:04:22,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/iLsdCposET""";;
"2021-05-21 06:04:13,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/oBppGwzasy""";;
"2021-05-21 06:04:06,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/Qz8G2FCaZ3""";;
"2021-05-21 06:03:36,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/et1835bfJi""";;
"2021-05-21 06:03:25,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/JgpmJKQyBR""";;
"2021-05-21 06:03:17,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/oYesM1po9u""";;
"2021-05-21 06:03:05,""Giat Pemeriksaan Larangan Mudik Lebaran 2021";;
@irsmm_id ;;
@roadsafetymedia ;;
@RTMCRiau ;;
@HumasPoldaRiau ;;
"@sepdum… https://t.co/QkmjmugIwS""";;
2021-05-21 05:59:24,Kepala BBRSEKP dlm sambutannya menyampaikan apresiasi kpd slrh pegawai BBRSEKP (82 orang) yg sdh mentaati larangan… https://t.co/6GN4GN7V11;;
"2021-05-21 05:57:17,""Imbas Larangan Mudik, Pasar Jamu Nguter Sepi https://t.co/004VFBE7RN""";;
2021-05-21 05:44:53,Giat Pers Satlantas Melaksanakan Pemeriksaan Kendaraan dan Pengetatan Pemudik Pasca Larangan Mudik Tahun 2021 Kepad… https://t.co/iTa77KP9ou;;
"2021-05-21 05:41:41,""#LIP6id Doni Monardo Wanti-Wanti Potensi Gelombang Kedua Mudik Usai Larangan Berakhir";;
"https://t.co/ROcDPpWXOr""";;
"2021-05-21 05:40:04,""""""Pelanggan KA jarak jauh tidak perlu lagi menyertakan surat izin perjalanan, namun masih harus melampirkan surat ke… https://t.co/uwbEo1KONz""";;
"2021-05-21 05:35:28,""Coba bayangin, waktu larangan mudik, harga BBM naik 1.000 %. Dijamin warga gaakan mudik. Daripada bayar uang harian… https://t.co/zFpUm9p3wu""";;
"2021-05-21 05:30:25,""Suasana kampung halaman memang berbeda dengan dikota, kegiatan yang selalu ada setiap harinya kadang membuat rasa r… https://t.co/DHOiHFq7Cm""";;
"2021-05-21 05:24:53,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/XhvyQKlGfc""";;
"2021-05-21 05:24:42,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/aF88mOc3kU""";;
"2021-05-21 05:24:33,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/UXn2IpWkfz""";;
"2021-05-21 05:24:23,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/Rb1FGjVDyv""";;
"2021-05-21 05:24:11,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/3GhmX3LU2G""";;
"2021-05-21 05:24:03,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/tMfFWXWUBM""";;
"2021-05-21 05:23:56,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/dRaxrarLFa""";;
"2021-05-21 05:23:45,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/ADBIVwxwy3""";;
"2021-05-21 05:23:37,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/Kr4U3u9LY0""";;
"2021-05-21 05:23:29,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/Dktxp1N6Wu""";;
"2021-05-21 05:23:22,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/gW9ojUodTW""";;
2021-05-21 05:19:31,lucu sekali negara ini. dikeluarkan larangan mudik spy tdk ada kerumunan dan membatasi pergerakan org. tp wisata di… https://t.co/ZY4QELp49D;;
"2021-05-21 05:18:31,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/9hn5TUQJz1""";;
"2021-05-21 05:18:25,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/Gf701NF1Bw""";;
"2021-05-21 05:18:19,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/U7jTirmypR""";;
"2021-05-21 05:18:13,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/tG8kEXDqZj""";;
"2021-05-21 05:18:08,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/0j9N72susv""";;
"2021-05-21 05:17:43,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/SpKhogxVBP""";;
"2021-05-21 05:17:23,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/zjjzLmuIaa""";;
"2021-05-21 05:17:16,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/YudvAPErYd""";;
"2021-05-21 05:17:09,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/M0UlnrvFFD""";;
"2021-05-21 05:17:03,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/71uTFrBxM0""";;
"2021-05-21 05:16:56,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/xy0nOilWM6""";;
"2021-05-21 05:16:49,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/vvv4HOR6Uo""";;
"2021-05-21 05:16:42,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/PGF2aceOIU""";;
"2021-05-21 05:16:33,""Kegiatan Penyekatan Lalu Lintas Darat Pemeriksaan Larangan Mudik, Pembatasan Moda Transportasi Darat oleh Personil… https://t.co/921zfvRkL1""";;
2021-05-21 05:10:36,Doni Monardo Wanti-Wanti Potensi Gelombang Kedua Mudik Usai Larangan Berakhir https://t.co/lj6omTTrcn;;
"2021-05-21 05:05:04,""#IndosiarBerita #FokusIndosiar";;
Larangan Mudik Berakhir, Pelabuhan Nusantara Dipadati Pemudik;;
;;
"Usai larangan mudik r… https://t.co/L81OJHqXBH""";;
2021-05-21 05:04:05,Pers Polsek kotarih melks pengamanan dan pos pelayanan pd operasi kepolisian terpusat ketupat Toba 2021 selama 1x12… https://t.co/4PwvJzlT1C;;
2021-05-21 05:00:44,Kemehub mencatat adanya peningkatan jumlah pergerakan penumpang transportasi umum setelah berakhirnya masa larangan… https://t.co/hyntAWOdLF;;
"2021-05-21 04:56:51,""Pasca berakhirnya larangan mudik pada Senin lalu, sejumlah terminal bus dan stasiun kereta, terpantau dipadati pemu… https://t.co/3ramFrdqv1""";;
"2021-05-21 04:55:21,""SAH juga mengapresiasi langkah pemerintah dengan mengeluarkan kebijakan larangan mudik lebaran pada tahun ini, seba… https://t.co/jMa3X8Ahjy""";;
2021-05-21 04:53:16,Pers Polsek kotarih melks pengamanan dan pos pelayanan pd operasi kepolisian terpusat ketupat Toba 2021 selama 1x12… https://t.co/awCKNbmlIM;;
"2021-05-21 04:45:00,""Mikro lockdown diberlakukan jika ada lonjakan covid pasca larangan mudik";;
;;
#covid19 #mudik2021 ;;
;;
"https://t.co/NTfMcQhLeZ""";;
2021-05-21 04:39:37,giat pelaksanaan Pos Pengamanan KRYD Pos Pam I Perbaungan 2021 selama 1 X 24 Jam dalam rangka pengamanan perayaan h… https://t.co/77TBoHCB4d;;
"2021-05-21 04:23:58,""Sebanyak 909 Penumpang di Terminal Poris, Kota Tangerang memilih mudik setelah larangan mudik lebaran berakhir pada… https://t.co/PF3XaBfpT2""";;
"2021-05-21 04:15:00,""Sejak berlakunya aturan larangan mudik, para petugas mencari cara ampuh mengimbau masyarakat untuk tidak mudik, nih… https://t.co/hnMFpRpZ4K""";;
"2021-05-21 04:02:13,""Pemerintah meniadakan mudik Lebaran selama tanggal 6-17 lalu, namun sejumlah tempat wisata tetap dibuka, yang akhir… https://t.co/TNkxuioJ5G""";;
"2021-05-21 03:40:00,""Kebijakan larangan mudik Lebaran 2021 dinilai telah berjalan cukup bagus.";;
;;
"https://t.co/ba6iC41BWE""";;
"2021-05-21 03:28:01,""Ada Larangan Mudik, Konsumsi BBM Pertamina Tetap Naik https://t.co/uZ8dTcwBaZ""";;
2021-05-21 03:26:07,Pertamina catat konsumsi Pertalite di masa larangan mudik dan puncak Lebaran naik sampai 70 persen. https://t.co/WYSd3PvitW;;
"2021-05-21 03:21:41,""Usai diterapkannya larangan mudik oleh pemerintah Indonesia, PT KAI akhirnya merilis jadwal perjalanan kereta api.";;
;;
"https://t.co/9JmUJAs91N""";;
2021-05-21 03:04:35,Jumlah yang berangkat dari Pelabuhan Semayang Balikpapan hanya sebanyak 466 penumpang. https://t.co/uf7bWyOq52;;
2021-05-21 03:00:40,Penyisiran warga yang nekat melakukan mudik pasca larangan mudik 6 hingga 17 Mei lalu dilakukan petugas gabungan de… https://t.co/8fn1nr2m1j;;
"2021-05-21 03:00:40,""Sejak larangan mudik Hari Raya Idulfitri berakhir 6-17 Mei 2021, sejumlah penumpang antar kota dan provinsi meningk… https://t.co/rZvZzHHEle""";;
2021-05-21 02:47:34,@raniyulianty yes kak.. larangan mudik tentu supaya virusnya ga nyangkut dan ikur di jalan ya #TETAP5M;;
"2021-05-21 02:19:33,""Petugas Perketat Penjagaan Pasca Larangan Mudik, Antisipasi Penumpang Tanpa Rapid Test https://t.co/E37Zavcr9f""";;
"2021-05-21 02:06:55,""Calon penumpang KA Brantas tujuan Pasar Senen-Blitar antre memasuki peron Stasiun Senen, Jakarta, Kamis (20/5/2021)… https://t.co/a6NxzdWswe""";;
"2021-05-21 01:49:26,""Larangan mudik hanya untuk rakyat kecil.";;
;;
Mobi pribadi, pesawat: tetap bebas.;;
Pesta ultah gubernur: bebas. ;;
"Pesta k… https://t.co/jWHuSjMAwg""";;
2021-05-21 01:48:16,@DalemanSpongbob sat larangan mudik masih ada;;
"2021-05-21 01:38:54,""Aleg PKS: Inkonsistensi Kebijakan Larangan Mudik, Namun Beri Keleluasaan TKA Cina https://t.co/TXBdJzQJoD lewat @FPKSDPRRI";;
"@PKSejahtera""";;
"2021-05-21 01:23:05,""@kompascom Ini yg dikuatirkan,knp hrs ada larangan Mudik""";;
2021-05-21 00:52:33,@RagilSemar @AcanAbu @KhofifahIP @EmilDardak ultah dirayakan mewah?? dimasa msh berlaku larangan mudik terkhusus hn… https://t.co/q9Z80Pni9i;;
"2021-05-21 00:32:27,""#UPDATECOVID19";;
#IPPEMAS;;
;;
"Ia khawatir apabila sewaktu-waktu terjadi lonjakan kasus Covid-19 setelah berakhirnya lara… https://t.co/YnNBc1UPBK""";;
2021-05-21 00:26:54,@FerdinandHaean3 @msaid_didu Duhai ferdinan..kau ganti dulu kata di kasih  atau jelaskan maksudnya....krn pak Said… https://t.co/HbozIQjch0;;
"2021-05-21 00:01:38,""Polsek Benowo Surabaya melaksanakan Penyekatan dan yustisi Prokes dipos Check point Jl. Raya Tambak Osowilangun.";;
"Ha… https://t.co/z4PBcI1dSq""";;
2021-05-20 23:49:59,Seorang remaja asal Tulungagung ditemukan tewas tenggelam saat bermain di Pantai Cengkrong Trenggalek. Padahal pant… https://t.co/PbGwGd7SL7;;
"2021-05-20 23:20:47,""Kegiatan himbauan larangan mudik";;
@polisi_oganilir ;;
"@rtmc_ditlantaspoldasumsel https://t.co/pL5kkweRAh""";;
"2021-05-20 23:02:13,""Realisasi di lapangan jumlah pengendara mencapai 210.469 penumpang atau 10,92 persen saat masa larangan mudik.""";;
2021-05-20 23:00:51,Pemprov DIY Siapkan Ribuan Personel untuk Antisipasi Gelombang Pemudik Susulan Pasca Larangan Mudik Usai https://t.co/v7vwgydtbA;;
2021-05-20 22:51:13,@yadinWH Dokumen apami itu? Saya kira selesaimi aturan larangan mudik?;;
2021-05-20 21:35:05,Satgas Covid-19: Larangan Mudik Redam Lonjakan Kasus Baru https://t.co/o0sTY3LVU1;;
2021-05-20 21:07:37,Stasiun Gambir Ramai Lagi Usai Larangan Mudik https://t.co/9gIrlTpg9O;;
"2021-05-20 20:16:39,""Realisasi di lapangan jumlah pengendara mencapai 210.469 penumpangnya atau 10,92 % ketika msa larangan mudik.""";;
"2021-05-20 18:32:07,""Larangan Mudik Berakhir, Stasiun Gambir Kembali Ramai https://t.co/02CE1AcCgn""";;
"2021-05-20 18:11:36,""Periode Larangan Mudik, Bandara Ngurah Rai Bali Layani 12.896 Penumpang - Bisnis https://t.co/QaLhNKOUgi https://t.co/Kirvdbapxu""";;
"2021-05-20 17:59:16,""Soal Larangan Mudik 2021, Wagub DKI: Diperkirakan Puncak Arus Balik Pada Akhir Pekan Ini | AKI Malam… https://t.co/oNJ0r7OFzy""";;
"2021-05-20 17:36:05,""Tiga Hari Usai Larangan Mudik, Kasus Covid-19 Yogya Melonjak https://t.co/JmbHYIBBQn #TempoTekno""";;
"2021-05-20 16:40:43,""@saveindonesia20 Kalau masa inkubasinya 14 hari, harusnya pertanggal 19 kemarin udah ada ledakan kasus/kematian, me… https://t.co/sdHEKD57cJ""";;
"2021-05-20 16:39:30,""Thomas Wahyudi Senior Vice President Transaction Banking Retail Sales @bankmandiri mengatakan, penurunan karena lar… https://t.co/qcJYP1exFc""";;
2021-05-20 16:36:17,Bank Mandiri memperkirakan transaksi uang elektronik kartu e-Money di bulan Mei 2021 mengalami penurunan terutama u… https://t.co/I4pJjxvQ9I;;
2021-05-20 16:30:46,@ApriliaRosela Info selengkapnya dapat diakses melalui link : https://t.co/Mk2B4LKVpR (2/3);;
"2021-05-20 16:02:22,""Simak, ini Aturan Naik Kereta Api Jarak Jauh 18-24 Mei 2021 Pasca Larangan Mudik Lebaran https://t.co/LdHBhBolrw""";;
"2021-05-20 16:00:58,""KEBIJAKAN larangan mudik Lebaran, ternyata tidak berbanding lurus dengan jumlah kecelakaan lalu lintas. Pada Operas… https://t.co/9eKVHea8ht""";;
"2021-05-20 15:56:25,""Buka Tutup Tempat Wisata, Keselamatan Rakyat Dikorbankan? | Serba-serbi MMC";;
;;
"Disaat ada kebijakkan larangan mudik l… https://t.co/uisjzEINu8""";;
"2021-05-20 15:43:45,""@bertanyarl Dapet kabar tdi sore kakek gue meninggal nder, padahal gw udh ad rencana buat ketemu dia pas lebatan ke… https://t.co/wWkej34dYX""";;
2021-05-20 15:43:03,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/GLgRmYH9wW;;
2021-05-20 15:42:56,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/r2G0iJvh22;;
2021-05-20 15:42:49,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/R5Ohq7jmJ6;;
2021-05-20 15:42:44,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/iZA9AcssKO;;
2021-05-20 15:42:39,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/0PkVzhHodb;;
"2021-05-20 15:39:52,""@rowdyshogvn Sebenarnya ini kejadiannya pas sebelum larangan mudik sih, tapi paman aku karena urusan pekerjaan haru… https://t.co/E9cBIBhQKs""";;
"2021-05-20 15:32:50,""Larangan Mudik Berakhir, Kini Ada Lagi Aturan Baru Perjalanan https://t.co/sxeObN9hlz""";;
"2021-05-20 15:18:25,""Muk nanya dong, ada yang udah pernah trip ke luar kota pasca larangan mudik?""";;
"2021-05-20 15:00:38,""Soal Larangan Mudik 2021, Wagub DKI: Diperkirakan Puncak Arus Balik Pada Akhir Pekan Ini | AKI Malam https://t.co/1GWmUOFGod""";;
2021-05-20 15:00:00,Kemenhub melihat adanya kenaikan penumpang transportasi umum usai berakhirnya larangan mudik. Tercatat ada 279.000… https://t.co/e0Y24sy8zo;;
2021-05-20 14:59:29,@Flamboyan59 @ridwankamil Prof @mohmahfudmd sejak kpn bendera negara ini ganti warna?? @DivHumas_Polri apa gunanya… https://t.co/PcH6Tpf7ga;;
2021-05-20 14:35:33,PKS Soroti Kedatangan TKA di Tengah Kebijakan Larangan Mudik https://t.co/FfLexp5bNi;;
2021-05-20 14:33:34,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/60rUPDsYtu;;
2021-05-20 14:33:26,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/RhxGhMrPQf;;
2021-05-20 14:33:18,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/O93wVj7S9d;;
2021-05-20 14:33:10,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/dPXKWlRUCm;;
2021-05-20 14:33:01,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/M2Q15oW0uq;;
"2021-05-20 14:29:40,""Usai Larangan Mudik, Penerbangan di Bandara Adi Soemarmo Normal Lagi https://t.co/tB41LEPGCf""";;
2021-05-20 14:24:18,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/7Bshln4iAr;;
2021-05-20 14:10:40,Pemerintah terus mengingatkan masyarakat akan adanya potensi gelombang kedua kasus Covid-19. Ditambah lagi dengan m… https://t.co/xPnMnqUr6p;;
"2021-05-20 14:08:51,""@kompascom sudah ad larangan untuk mudik tapi maksa mudik  , apakah apa pun yg dilarang harus dilangar? , akhirnya… https://t.co/Q8noPalcRy""";;
2021-05-20 14:05:15,@febridiansyah Singgah sabanta mancaliak dari lua paga. Sayang tutuik salamo larangan mudik;;
2021-05-20 13:41:36,Gus Ahad Kritisi Kebijakan Yang Simpang Siur Soal Larangan Mudik https://t.co/gRlyHEDmT9;;
"2021-05-20 13:30:21,""@txtdrpemerintah Work From Bali ga jauh beda sama kebijakan larangan mudik tapi boleh wisata, same energy dah""";;
"2021-05-20 13:28:02,""Saat ini semua maskapai telah melayani operasional dari Bandara Adi Soemarmo secara normal, diantaranya Garuda Indo… https://t.co/2jH822DheO""";;
"2021-05-20 13:22:15,""Kebijakan hulunya yang harus diperbaiki, Mengingat kebijakan larangan mudik namun membuka tempat wisata tidak sinkr… https://t.co/RtclQIJsvw""";;
"2021-05-20 13:22:13,""Komisi V Minta Pemerintah Evaluasi Kebijakan Larangan Mudik.";;
;;
"Ketua Komisi V DPR RI Lasarus meminta kebijakan laran… https://t.co/G4OPOuGJy9""";;
"2021-05-20 13:14:56,""Gue kemarin selama libur lebaran aja tetep wajib absen pagi sama malem soalnya ada larangan mudik dari kantor ☠️☠️☠️";;
"Work From Bali my ass""";;
"2021-05-20 13:06:18,""Disaat ada kebijakkan larangan mudik lebaran, pemerintah justru membuka tempat wisata yang sangat berpotensi terjad… https://t.co/x9eGfhpkis""";;
2021-05-20 13:03:55,@raniyulianty betul larangan mudik dari pemerintah untuk kebaikan masyarakat;;
